143
150,80,1
172,68,1
221,46,1
268,31,1
321,20,1
344,19,1
382,18,1
410,20,1
423,20,1
444,25,1
458,32,1
470,42,1
489,78,1
490,82,1
475,112,1
466,117,1
450,133,1
419,163,1
442,146,1
406,182,1
398,213,1
398,213,1
425,219,1
453,217,1
470,218,1
506,222,1
546,235,1
568,250,1
587,283,1
595,326,1
590,361,1
569,396,1
549,416,1
536,423,1
506,433,1
465,436,1
441,440,1
409,449,1
375,454,1
369,452,1
359,441,1
312,387,1
342,423,1
330,408,1
284,383,1
238,371,1
228,364,1
211,370,1
211,370,1
205,380,1
199,399,1
194,428,1
185,443,1
181,444,1
170,447,1
143,453,1
142,453,1
111,445,1
86,431,1
73,422,1
58,409,1
43,394,1
38,372,1
31,360,1
23,346,1
19,332,1
17,296,1
18,279,1
18,267,1
24,245,1
41,233,1
66,226,1
80,220,1
95,214,1
109,205,1
115,195,1
122,169,1
125,145,1
128,127,1
132,115,1
134,107,1
201,126,1
231,110,1
280,84,1
315,71,1
349,64,1
362,70,1
374,77,1
381,115,1
374,126,1
369,143,1
355,192,1
353,200,1
352,211,1
353,234,1
364,247,1
370,250,1
403,261,1
426,261,1
446,264,1
461,265,1
497,278,1
511,295,1
516,313,1
515,349,1
503,374,1
501,376,1
483,384,1
461,382,1
436,379,1
396,377,1
360,364,1
335,346,1
309,329,1
262,314,1
253,312,1
234,313,1
221,316,1
188,319,1
178,329,1
155,350,1
166,339,1
125,374,1
99,372,1
79,359,1
91,339,1
86,315,1
94,294,1
105,276,1
121,260,1
144,249,1
149,249,1
170,235,1
179,220,1
186,203,1
191,176,1
193,163,1
196,154,1
366,365,1
142,365,1
196,56,1
595,359,1
557,244,1
